,title,reviews_number,reviews_id,reviews_content
27,捉妖记,3,lasttimeisaw,"MONSTER HUNT has broken the all-time box office record in the booming domestic market, and officially it is the highest-grossing film in China, with an estimate $391.2 million. So it really piques my curiosity and decided to give it a try (since I rarely watch Chinese films nowadays).Flagrantly branded as a film made by ""the father of Shrek"", which the slogan is blatantly printed in all its posters, its director Raman Hui is just a supervising animator of SHREK (2001, 7/10) and SHREK 2 (2004, 7/10), and the co-director of the substandard SHREK 3 (2007, 6/10), so I assume Dreamworks might have the right to sue the overblown statement.Probing into the film itself, one possibly finds it is a cringe-worthy journey from the very start, thanks to the kids-friendly creations of the monsters by the so-called ""the father of Shrek"", 2- dimensional and cartoonish in the worst way, which betrays its overt ambition to exploit the lowest common denominator at its maximum. The storyline fictionalises a world where humans and monsters (who can hide among men with a human skin) co-exist in ancient China, after an internal war between monsters, the pregnant monster queen lams with two protectors Zhu Gao and Pang Ying (whose human shapes are played by Tsang and Ng). And our hero is a young cripple Tianyin (Jing), living with his lunatic grandmother (Jin) in a remote village. He chances upon a monster hunt Xiaolan (Bai), and farcically becomes pregnant with the monster baby from the dying queen.This role-switch between man and woman might turn out to be the most recommendable part in the story, after giving birth to the baby monster, later named as Huba, a surrogate nuclear family is formed, while Xiaolan takes on the tough father's role and the limp Tianyin becomes the protective mother. Then the narrative navigates inevitably to a predictable standard mainstream product, Huba's life is hanging by a thread (with an uncomfortable reference of Chinese people's non-selective culinary fetish) and a final battle between the good and the evil, with a stiff twist doesn't make any sense for the villain's motivation, it is par for the course Tianyin have to progress into a valiant monster slayer (bad monsters only), conforms to the traditional value of preserve a man's dignity, despite it is Xiaolan who is the real heroine in the whole escapade and Bai is the best thing among the cast, the most bankable Chinese actress presently.Trying to blend as many genres as possible, action, comedy, fantasy, romance, even musical (it is utterly mortifying to watch the tasteless and jejune music numbers jammed into the story), in addition with a cast complemented with a string of household names with special appearances, namely Wei Tang, Chen Yao and Ni Yan, along with child stars from a topical reality TV show, MONSTER HUNT is meticulously calculated to its core, in order to cash in on viewers' attraction, but at the expense of dumbing down the story to a frag-mental absurdity. But a dispiriting truth is that this picture IS the record-holder, bearing that in mind, one must wail for the future of Chinese cinema rooted deeply in the unhealthy soil, and one day, hope not too late, this seemingly prosperous bubble will burst and a wake-up call is imminent, but right now, undeniably it is rather difficult to be a true cinephile in China."
28,捉妖记,4,harry_tk_yung,"If I have one compliant about this movie, it is the misleading title, specifically the use of the word ""monster"". Right at the beginning, voice-over narration spares no pain in making the point that members of this other race, regardless of how strange they may look, are in every way human's equal. Just like humans, there are good guys and bad guy, and that is all there is to it. And yet, using the word ""monster"" to denote them completely sabotages the all-too-obvious subtext of racial harmony. Why can't a special, neutral-sounding name be invented? Laziness? The guess I would venture is marketing considerations.Despite the big opening about conspiracy and power conflict at high places in the monster's realm, the plot line surprisingly oozes domesticity. There is no colossal clash of two kingdoms/races as you might be led to expect at the beginning. This is how it works. The obviously pregnant queen in the monster kingdom finds herself on the losing side of a power struggle and escapes into the forbidden human kingdom, hotly pursued by her enemies from back home. We never see the monster kingdom again as the story takes on a culinary flavor. A monster baby of royal lineage, you see, is considered by humans to be multi-star Michelin fare. While there is no lacking in Asian movie stars, many in various degrees of cameos (including lovely TANG Wei), the story is essentially about a guy and a girl who kind of adopt the new born royal monster Bupa (name given only at the end of the movie). The girl is actually a professional bounty monster-hunter with a profit motive. Eventually, they end up saving him from the fate of being the ultimate highlight of a lavish ""monster feast"". The little twist is that Bupa is physically born by the innocent nerdish guy, having been implanted into him by the dying pregnant monster mother. The girl eventually gets emotionally attached to the guy and the monster baby, in that order.The two leads beautifully deliver their scenes with both outlandish tomfoolery and subtle nuances. BAI Baihe, arguably China's current princess of rom-com, is in equal measures coquettish and cocky, a sheer delight. JING Boran is about the most lovable nerd you can find today for any Asian cast. There are exciting action sequences aplenty, offered up by a pageantry of celebrity stars, with superbly delivered animation blending so seamlessly that sometimes you totally forget that you are watching animation.While not a major part of the movie, the background music contributes. In particular, the songs, whether a tender love duet, an uplifting spirit-raiser or outright comedy, are pitch-perfect (no pun intended), enhancing the moods of the movie at just the right moments. There is a good reason for this success: they came from the pens of a pair that can deservedly be called Hong Kong's Lerner and Lowe (or Rodgers and Hammerstein, if you prefer), Leon Ko and Chris Shum."
29,捉妖记,5,paul_haakonsen,"""Monster Hunt"" (aka ""Zhuo yao ji"") was sort of a movie that was entertaining in a strange way, especially since it was a combination of animation and live action. Normally that mixture does work well enough, but it was the odd cute and cuddly appearance of the monsters in the movie that just made it weird.The story in ""Monster Hunt"" was actually surprisingly good, as it is a story which is suitable for both children and adults alike. And the movie itself is also suitable for children to watch.""Monster Hunt"" is about ancient China where humans and monsters live simultaneously, although the monsters are banished. The queen of the monster world is pregnant, but is being chased relentlessly. With her dying breath she passes on her egg to a human named Song Tianyin (played by Boran Jing). He is traveling with monster hunter Huo Xiaolan (played by Baihe Bai) and they are being chased by monster hunters set out to capture the royal monster child.With a captivating story, then ""Monster Hunt"" is already well on the way for being a good movie. But it is really helped along by some great acting performances by Huo Xiaolan, Boran Jing, Wu Jiang, Sandra Kwan Yue Ng and Eric Tsang. And it was a nice treat to have the talented Wei Tang make a short appearance in this movie.The CGI were good, although the design of the monsters was at first somewhat of a difficult pill to swallow for me. They were simply just too cute in their design to be taken seriously. So I guess you will either outright fall in love with them right away (which my wife did), or you will have problems with taking them seriously (as I did).""Monster Hunt"" is a fast-paced movie that has both a good storyline, but also has enough action and martial arts to keep the average fan of the Asian cinema more than happy.While it is somewhat of an offbeat movie, compared to the myriad of Hong Kong movies released every year, then ""Monster Hunt"" certainly is well-worth watching. It turned out to be a very nice surprise and a very entertaining movie, and I can warmly recommend this movie, both if you are a fan of the Asian cinema, but also if you are looking for a good movie for the entire family.""Monster Hunt"" scores a rock-solid seven out of ten stars rating from me."
30,捉妖记,6,Wizard-8,"I wanted to see this movie for quite some time after hearing that it was a smash hit in its native China; I wanted to see what regular Chinese people found so appealing. After seeing it, in some ways I am at a loss for words. The movie is a fantasy comedy, though both the fantasy and the comedy will seem very strange to most westerners. The fantasy portions are unlike anything in Hollywood movies, and they sometimes seem to depend on viewers having an extensive knowledge of ancient Chinese culture; if you don't have that, you'll probably be lost at times, like I was. And the humor is far from subtle, much of it being extreme slapstick that westerns might find extremely excessive. But the movie is so different in these two regards, that I was always interested to see what was coming next, since I had never seen a movie like this before. This is definitely not a boring movie. And the movie looks extremely polished for the most part, though the CGI is a bit too cartoony at times.... though this might have been intentional, to give the movie a goofy feel. While I think that many casual western moviegoers might find the whole package a bit bewildering, viewers who want something different and fun will probably find this an amusing diversion."
31,捉妖记,7,siderite,"There is one scene that makes the whole movie worthwhile, when they say goodbye. It has such an Asian feel to it: it's all heartbreaking but inevitable.Other than that, it goes from weird kung-fu action against cuddly 3D animated monsters to fart jokes, birth jokes, marriage jokes and family problems, then back again so fast that you don't really know what you're supposed to be watching. And occasionally they just randomly start singing, fortunately not too often.The story follows a hapless young man and a young female ""monster hunter"" in the context of a monster hunt. On orders from a very powerful man, all hunters are on the lookout for the monster queen and then her infant offspring. These are all very powerful kung-fu masters, but somehow they get thwarted by the power of youth and love and after much adventure and a twist, a happy ending.My conclusion is that this film combines a lot of classic Chinese concepts: the humor, the fighting style, the overlaying culture of it all. My guess is that it was aimed at young Asian children and, while it will probably be enjoyed by children everywhere, Western adults might find it crass and infantile."
32,捉妖记,8,adam_uppal,"As someone who often enjoys Chinese movies, and lives in China, I thought I would be able to appreciate this film. I was wrong.This movie is somehow boring, sappy and stupid at the same time. The plot is inconsistent, the characters are flat, and the baby monster is simply annoying.While the movie makes an attempt to include a blossoming romance, again everything is inconsistent and often ridiculous.More often than not, I found myself getting upset at how terrible the writing was. I would not recommend this movie for anybody older than five. Forget that. I would not recommend this movie to anybody at all."
33,捉妖记,9,komodovaranku,"This movie is sometimes serious. Sometimes action. Sometimes outright hilarious. Sometimes even a musical, for absolutely no reason. This movie tries to hit every genre, and fails pretty much at doing so, and instead leaves the critical viewer with a confused and forgettable impression.The story is simple. Man meets woman meets monster. Then there's some in-your-face standard romance, an evil protagonist and a sword. That about seems to be it. Oh, and the man inexplicably becomes pregnant with a monster. But not really in a woman-empowering way, but more like in a he-has-a-fat-tummy way. And this inexplicable event carries most of the narrative.Then there's the animation. There's nothing wrong with it, per se. Thankfully, it doesn't look like sock puppets, but it doesn't fit into the traditional Chinese narrative at all. The monsters don't really add much to the story. They look like green and blue blobs with big eyes, and they don't make much sense. There's not really any explanation of why they're there, why people want to get rid of them, or anything else about them really. They're not shrouded in mystery for the viewer to figure out. They're just there. Let's not forget that ""monster"" is half of the movie's title. All in all, it mostly felt like a meat-and-potatoes mass-produced Disney production shoehorned into Chinese lore. The kids will surely have a laugh, but more mature audiences (read: 5+ years) should probably look elsewhere.It should be mentioned that this is a milestone in Chinese animation and technical prowess, as lackluster as it may be in other departments. However, since Chinese moviegoers also have access to Transformers, Avengers and other blockbusters, it makes Monster Hunt seem lackluster in the technical department as well, and the only thing that seems to keep this movie afloat is some sort of patriotism for homegrown material. It can't possibly be because of the Chinese people's genuine appreciation of such a terrible flick, can it? For the sake of China's future entertainment industry, I hope not."
34,捉妖记,10,DareDevilKid,"Reviewed by: Dare Devil Kid (DDK)Rating: 3.8/5 starsWhat makes ""Monster Hunt"" so appealing is its easily digestible story arc, refreshingly devoid of Confucian morality, educational historical background or nationalistic grandstanding — in short, everything that makes most Chinese children's films such a yawn. Stylistically, the film blends Western demon-slaying elements, Japanese yokai folklore, and even a distant echo of ""Who Framed Roger Rabbit"" into a fanciful Chinese setting, beefing it up with robust martial arts action with an eye toward holding the attention of adult viewers.In ""Monster Hunt"" the protagonists are greenish ogres with mushy hearts — not surprisingly, since this jolly live-action/animated Chinese period fantasy is helmed by Raman Hui, the Hong Kong-born animation supervisor who was involved with the genesis of the ""Shrek"" franchise. The toon creatures are the real stars in this zippy, technically accomplished entertainer, which has become the highest-grossing Chinese film of all time.Jing, who has so far been a sturdy foil for showier leads like Eddie Peng in ""Rise of the Legend"" or Huang Xiaoming in ""The Guillotines,"" trudges along with little charisma in the earlier scenes, but perks up as soon as Bai arrives on the scene. With her pixie-like charm, Bai is the spark that fuels their larky courtship. However, the narrative is at times bogged down by celebrity comedians and A-list stars jostling for attention in what are essentially glorified cameo appearances.The film is supposedly inspired by ""Classic of Mountains and Seas"" (""Shan Hai Jing""), a 206 B.C. Chinese tome in which the monsters look like blowfish that have swallowed dinosaurs. But Director Hui's artistic input no doubt helped inspire a creature-design aesthetic that's recognizably Asian, yet spunkier and less parochial than most Chinese animation, with their slavish reproductions of classical Chinese templates. Thanks to high-caliber visual effects — supervised by Jason Snell (the ""Pirates of the Caribbean"" series, ""Harry Potter and the Half-Blood Prince"", ""Elysium"", and ""Tomorrowland""), among others — the interaction between the animated and live-action characters is seamless, as are the monsters' dramatic transformations. Yohei Taneda's production design blends ethereal inkbrush landscapes with period sets that range from mundane to spectacular. The tussles between humans are choreographed by Ku Huen-chiu with snappy, cartoonish timing, but remain bound by Hong Kong high-wire stunt conventions.Raman Hui does a perfectly competent job of keeping things together, and his experience in Hollywood working for DreamWorks, including co-directing ""Shrek the Third"", does give the film somewhat of an east meets west feel that differentiates it from other recent Chinese fantasies. It's certainly easy to see why the film went down so well with local audiences, though thanks to a lack of the usual flag waving patriotism and a focus on universal themes of family and community, there's nothing here to make it inaccessible to those in other countries around the world.The film's status as a genuine home-grown blockbuster is cemented through some excellent production values and heartwarming character designs, with some top notch special effects, sets and costumes making it visually impressive from start to finish. There's really a great deal to like about ""Monster Hunt"", and it should have a much wider appeal than most other fantasy or family films from Asia. An important benchmark of sorts as a smash hit Chinese blockbuster made primarily for Chinese audiences, it's well-deserving of its success, and hopefully the inevitable sequels will attain the same level of highly enjoyable tomfoolery.Chinese blockbuster"
35,捉妖记,11,yunareiska,"unpredictable storyline and jokes, with lots of surprise, fantastic jokes. with beautiful settings design, fun and smart fighting scene. good acting, even thou its a comedy movie, but the mood and sad scene really come thru well. some of the monster design is too simple, but the main monster design is quit cute, and relatable. the story and character is well build in this movie. the scenery is very beautiful. and the the set even feel like an RPG and fantasy land in a very realistic way. the concept of the world is very well build. both female and male main character acting is very good, and the relationship story grows in a natural ways. and the expression of the monster huba is also very cute , and his character is very well build as a baby. the CGI is in very good, and each hunter have different sets of skills, and unique equipment, making the fight much more interesting. with unique gimmick, and features. and how they slowly give teach that love is more important than money, is shown very well."
36,捉妖记,12,billygoat1071,"Monster Hunt begins telling the history of the war between mankind and monsters, when the humans won, the monsters have separated themselves from them until years later, their queen escaped while bearing a child who will become the prince and being tracked down by other monsters and a human army. The opening doesn't bring anything fresh within its backstory, the actual plot doesn't get any less original either, when we cut to a young hero who doesn't get any luck after this plot came and other colorful set of character join to his journey. Despite of these done to death tropes and premise, the movie however brought something appealing, and that's definitely how seriously weird it is. It's packed with a lot of amusingly strange ideas which becomes its own personality. It's good if it runs less than two hours. The stock plot doesn't get any better and the climax feels a little too long for its own good. But to what it is, there is something delightful to its weirdness.So the hero lives in a small village, he lives with a relative anyone but his parents, he feels like an outcast, an underdog, etc. At this point of this film, it's just totally uninteresting witnessing the same tropes, even without trying to make its own spin out of it. And then he discovered that there is more to this world than what he has always knew. There is a girl who is stronger than him... is this even worth paraphrasing? You get the bottom line, however, the film gets better when it shifts to being downright weird. The pregnant queen can transfer her egg to another womb, which is given to the male hero. And this little antic is actually quite amusing. After the laboring, the movie continues to play off the concept as they raise this little monster. It's a delight, but it still doesn't help the plot that much.Even before the climax comes, it's still felt uncertain where the story is going. It feels a little busy playing around to some of its side villains. Now when it comes to the actual climax, it would have gone better if it was shorter than it was. And then a twist reveals that is kind of generic. There just isn't much to it, the story between the relationship of the monsters and humans remain thin. It's the main characters and the baby prince is the only strong moments in here.And to be fair, before the climax that eventually wears off, the pacing is kind of nice, making every moment reasonably entertaining. The action scenes are watchable. The special effects are alright, though the only likable digital creature is the prince which is admittedly adorable. The performances seem to be having fun on what they're doing, bringing energy into this film's silly nature of being a cartoon.That's pretty much what Monster Hunt mostly feels like, a cartoon. Yeah, the tropes and plot are pretty stock, but it really gets more interesting when it's getting weirder and weirder, from a pregnant male protagonist to some dark sense of humor it keeps things entertaining. I sort of wished they establish more of this mythology and how this monster prince can change their world, but the movie doesn't have much of that opportunity. To what it is, it's fun, though I wish it was a little shorter, or spent those other minutes to develop the fantasy stuff. But the main characters eventually become charming, in spite of how faulty the plot is. Monster Hunt is entertaining for the outrageous stuff alone."
37,捉妖记,13,katavarhelyi,"Amongst it's genre, this movie is a very funny and well-dosed one. All the characters are perfectly written, even the animated ones. The creators found a great balance between being funny and staying touching, between the human and monster world. Made me cry, Huba is just too cute to bear. Not to mention the visual orgy of this one. I respect how the Asian filmmakers show all the impossible as possible, I mean: all the action and fun stuff in this movie is very entertaining. Definitely recommend this movie if you like it's genre. The actors are nailing it, you can relate to most of them. There is no thing such as 'too much' in Chinese movies. Emotions and fun are just as important as the action part. The reason why I gave it only an '8' is the end of the movie. I wanted something else. Left me a bit hungry."
38,捉妖记,14,CelluloidDog,"I watch animated films once in a while and I watched this right after another foreign animated film, Hero Quest (on Netflix). In contrast to the muddled, flat, at times horrific Hero Quest (probably a 3.5 rating out of 10, 4.1 on IMDb), Monster Hunt is a thoroughly enjoyable film. It fits more with the animated humor of the Dreamworks genre (more so than Pixar). Not surprisingly, Raman Hui, who worked with Shrek and other Dreamworks productions takes his energy and infuses Monster Quest into a well-done tale.Overall, it's one of the best foreign animated films but does fall a bit short of Pixar's and Dreamworks' top 10 films. So it has a bit of Monsters Inc or Shrek or How to Train Your Dragon but falls a bit short. Nevertheless, it should rank in the middle of the pack of the better CGI animated films of the last two decades. The strength of the film is actually(!) the human characters: the lead Boran Jing who plays the bumbling Tianyin. And Baihe Bai who plays Xiaolan, the Monster Hunter and Elaine Jin, the grandmother were the strengths of the film with comedic acting that's among the best anywhere. For that, the human comedy roles get a 9.5/10. And some of the gags were terrific humor such as when Tianyin plays hide-and-seek with the Wuba, the baby king, to lure him into the cage. The chemistry between Boran Jing and Baihe Bai is terrific, it rarely gets better.However, the storyline gets a bit complicated and it's easy to lose track. Then the couple songs in the film just don't really make the grade. In addition, it's hard to really warm up to the monsters except maybe the Baby King (Radish). The monsters had faceless qualities and never really developed strong characters unlike Shrek, Kung Fu Panda, or Sulley or Mike Wazowski (from Monsters Inc). The CGI was fabulous but it had some blandness. It's like looking at some really beautiful and delicious pizza but when you bite in, it does really have a great flavor. Hence, it never really pulls out the emotional connection. Still, the film is wonderful fun. It just doesn't make the top 15-20 animated film list. Yet, its uniqueness and wuxia antics make it a darling for fans of Chinese films. Hence, it deserves to be #1 in China. It's better than the 6.2 rating, surprisingly low, and should move up with time. I gave a 9 to balance the act but the real rating is 7.2-7.5."
39,捉妖记,15,subxerogravity,"So this is the highest grossing film in China Right now? Well so far it seems that my local cinema has been given me one of China's blockbusters every week. From Mojin: the lost treasure to Detective Chinatown. I like those movies so I thought a movie about hunting monsters would be a grand slam. This did not happen for me. I was not expecting a movie so catered for children, which became completely obvious the moment the cute little monsters dominated the screen. For the first ten minutes I thought I was in the wrong theater watching a CGI animated movie. Even the monsters that were suppose to be scary were too cute to be taken seriously.I also did not know how much watching the non-3D version would lesson my experience as the 2D version was in an English dubbed that seem to be paying homage to Kung fu flicks of the past with it's awfulness. It's not funny when you're doing the bad dub on purpose, and I think the whole story may have fallen out of whack because of it. The Chinese seem to be making these big budget films that can rival American blockbusters and I'm into it, just not real into Monster hunt. I found this adventure to be real boring to the point where it got painful to get through."
40,捉妖记,16,paulclaassen,"Whether you're into monsters or not, this adorable film will appeal to a wide audience. Whether you love it for the action, the stunts, the visual effects, or the cuteness of the baby character, there's something here for everyone to adore. I just loved everything about it. I found it incredibly cute and delightful and a pleasure to watch. Some scenes were jaw dropping incredible!!"
41,捉妖记,17,jondolzbima,"Lucu abis nih, but overall CGI and stroy is good for me, plot per plot kurang jadi nilai dari gw 6/10."
42,捉妖记,18,SnoopyStyle,"This is a Chinese film aka Monster Hunt. In ancient China, mankind had driven the monsters into the remote mountains after once living in harmony. There is a civil war within the monster world. The old king has been killed and the pregnant queen is on the run. Song Tianyin is the young mayor of a small village. His grandmother claims the family to be monster hunters. Huo Xiaolan (Bai Baihe) is a mercenary monster hunter. Song is shocked when Huo reveals two travelers to be monsters in disguise.The basic premise is good. The story structure is fine. The characters are good. The creature designs are a little creepy. The small eyes and the tentacles make them look like part monkey and part octopus. The baby's radish look is good but again the tentacles bother me. I can't see these creatures being sold as cuddly toys. I would get rid of the tentacles. There are other creepy things that happen. Whether it's the pregnant dude or eating monsters, some of this is off-putting especially in the western sense. Sure, Arnold got pregnant in Junior but it wasn't a monster and Junior wasn't actually liked. The sashimi monster is disturbing. Of course, the reference is clear. It's especially compelling since exotica animal meat trade seems to be the genesis of the recent viral outbreak. Nevertheless, the creep factor is on the high side for a family film. This is generally good but some of the absurdness gets creepy."
43,捉妖记,19,Reno-Rangan,"As far I remember I've not seen any Chinese or the Hong Kong movies in the past 12 months. So I have heard about this film a lot that it was the China's highest domestic gross movie ever. Since then I have marked it to check it out as much soon as possible and after the watching with a high expectation I'm here right away. I've been watching movies since my childhood, but it became serious after the 'The Two Towers'. So first I'm a fantasy film fan before becoming neutral. But still sometimes I'm very keen on them like I was for this one.In the present era, we've zombies, superheroes, vampires, werewolves, aliens, robots, so on varieties for making a good entertaining flick. But just half a millennium ago when there was no motion-picture, but literature and the stage play, there were only good vs bad, god vs devil, man vs monster and beasts. So the modern creations were sci- fi and the old ones are fantasies. After CGI is becoming very flexible, the filmmakers are on the race to get on-board into one of those genre franchises. So nowadays we are witnessing head-to-head contest between these two genres, but a great treat for the movie fanatics like me.The first impression was the film's posters which were done similar to the traditional Chinese paintings. Second, the decent trailer, I was displeased with the CGI characters in the clips, but watching them in the full flow movie it looked so much better. One of the best visually stunning Mandarin movies. Despite setting a record at the box office, the budget was doubled after the drug controversy over the original lead actor who was later replaced by another and re-shot his portions entirely including special effect were redone.""Monsters are the most cunning creatures in the world. They hide in human skin, dress as human and speak human language!""The director had a handful experience from working on some Hollywood projects. Literally, it was his first solo, also the first live-shot directional debut movie and he nailed it. Very disappointing when it comes to the story, because it was just a one-liner which is well known since the inception of motion-picture. Set in the ancient period China when the humans and monsters lived together and later went to the war to dominate each other. Drawn a border between the two worlds that brought peace for the centuries until one day some kind of coup happened in the monsters' side. So the confrontation restores after a few monsters hops on the other side with human. How it all will be solved is the remaining action, adventure with lots of fun.Quite similar to current European migrant crises. People who flee from the civil war in the middle-east is not welcomed by the few locals which led to some violence in the refugee camps. In this movie as well, without realising they brought the same environmental situation between man and monster.Of course it is a children-cum-adult movie, but killing the cute monsters and cooking them, all of them are kind of gave me a sceptical feeling. Besides, it had romance as a sub-plot and Baihe Bai was so cute. Usually movies from this part of the Earth reminds martial arts. Since the director worked in 'Shrek' films, easily noticeable that some contents influenced from the other industries as well. The human skin thing reminded me the MIB and the song Indian films. The comedies are the uplift along the exciting stunts which fought among the live and CGI characters.There are some thing that does not make sense, but in fantasy films those are logical that we can't consider as a flaw. But explanation needs, especially the inspired mythical story from another culture and that is where it quite failed. Overall movie passes the entertainment and quality test, but it is more a family movie and less a youngster's. Definitely a sequel is on the card after the tremendous success, if they fail to bring another movie, it will be their loss. For the foreign audience, especially the western world, it might be an average or an okay movie because of quite familiar with this kind of theme. Anyway, I recommend it for those who enjoy comedy-fantasy films.7½/10"
44,捉妖记,20,imim123,"It is exciting to finally watch a domestic Chinese animated film. ""Monster Hunt"" is a combination of advanced animated technology with Chinese Culture such as Kung fu, ancient Chinese myth and magic. ""Yao"", nickname for mystery monsters in China, owns a long history since ancient time and plays an important role in traditional Chinese mythology. Compared to Hollywood Animation Films, although ""Monster Hunt"" is by no means any superior with some obvious shortcomings such as loosely written script and insufficient character modeling, it marks a brand-new start for Chinese animation industry. In fact, it already stands out in all the Chinese movies that was released this summer and it is also well-received in the market with a total box-office revenues of 2.44 billion. According to the plot, a lot more stories can be developed with regard to ""Huba"", the main animated character, it remains a pretty good chance that there will be a sequel to this film. The audience will be curious about what will happen to ""Huba"", the main animated character after it departed its father ""Song Tianyin"", what will become of Song Tianyin since he decided to be a professional monster hunter. Some will also wonder what Song Tianyin's father is like since he is repeatedly mentioned in the film but never actually showed up. I think everything will be explained in the sequel.Although ""Monster Hunt"" is pretty good compared to certain standards, the overall Chinese domestic films are still primitive, and excellent projects are scarce in number and low in quality. Only a couple of high quality films can be produced due to China's strict censorship policy. It has a long way to go for Chinese domestic film industry, but we shouldn't give up our hope. Roma is built in one day, I believe positive changes will happen to Chinese domestic film industry in the near future."
45,捉妖记,21,yoggwork,"The special effects are quite good and the pictures are beautiful. Unfortunately, the plot is too retarded and the performance is exaggerated. If it weren't for the national film protection month, how much would the box office be left?"
46,捉妖记,22,dafrosts,"The movie starts with explaining how Monsters and Humans once lived together but things soured and Humans and Monsters split to live apart. Monsters that escaped back into the Human realm were captured by the Monster Hunters and forced to live as disguised Humans or suffer a far worse fate.Tianyin is the mayor of a small village, where no one respects him, especially his grandma who has some serious short term memory issues. His life changes when he encounters Monster (disguised as humans)on the run from Monster Hunters. He is marked by The Queen of the Monsters and held as bait by one of the Hunters so she can capture the Queen and get the reward. Things don't go as planned and The Queen dies after making Song her surrogate to ensure the Prince of Monsters will be born.Tianyin's pregnancy is short lived - I'm sure he's thankful for that. He does have quite the appetite for a while. Much to the chagrin of the Monster Hunter who wants to take the Prince from him and sell the baby for a profit.The animation is impressive. I like how the live action mixes with the animation. I watched it with subtitles. It is great with the actors' actual voices so you can get their emotional responses to their situations.The relationship between Tianyin, Xiaolan (The Monster Hunter who won't admit she really likes Tianyin and the Prince) and WUBA aka Prince of Monsters, gets you in the feels. Xiaolan wants to focus on WUBA simply being a Monster while Tianyin sees him as a child in need of parenting.Problems rise as the trio make their way to the City. They are confronted by higher ranking Monster Hunters who want WUBA for the reward. Monsters are also looking for WUBA, for their own reasons.This is a movie along the lines of Shrek, in that it has double entendres all through it. The Kung Fu is mixed with magic, so there's a bit more of the theatrics to it. Even the monsters get in on the Kung Fu fights. The best fights occur during the grand dinner.The journey reveals some truths about Tianyin's family that have him rethinking life with WUBA in it. This movie doesn't hesitate to have you laughing with Tianyin one moment an feeling sad for him the next. I like movies that can drag you in so deep.When Tianyin's true heritage is revealed, he has to let WUBA go to protect him. It's a heart wrenching moment. Poor WUBA doesn't understand since he's only a child. Tianyin knows WUBA will be safe with other Monsters to protect him.I cannot wait for Monster Hunt 2 in February, 2018. I am hoping for a happy reunion between WUBA and his Human dad. I give it a 9 because it's just one of those movies that keeps you involved from the the beginning to the final credits."
47,捉妖记,23,Trupiaar,"So I really enjoyed this movie. It was cute, funny, and just pretty much off the wall. Weird stuff went down, but again, just kept enjoying many of the moments from this.I was wondering a little bit about what was up with some of the editing, but a helpful reviewer above said something essentially about the main star being replaced, and a lot of scenes having to be re-shot without him(Politics in China thing). Everything pretty much made sense after that. Glad producer decided to stick with it and finished the movie, because it still came out pretty cool.I will definitely show this to my nephew in a couple years, it will be cool to watch it with him.Also, I'm normally super picky in my reviews, and normally a basher, so I feel like making me happy with the movie is fairly impressive. Enjoy!"
48,捉妖记,24,theoryladeness,"To offset reviews that seem lacking in full appreciation of all of the qualities of this movie, I should probably give this movie a 10, but I recognize my own bias towards the film genre. Anyone with similar film taste might really enjoy this movie. The casting, acting, scene design, and writing were synergistic and the film is full of beautiful imagery and CGI.What I appreciated the most, however, was the socio-cultural critique of animal abuse, factory farming and eating other creatures. There is no explicit philosophy set forth, but only the real emotions that result from having to care for something so similar to a human. As the main character remarks, ""There are good monsters and bad monsters"", but the most satisfying parts of the movie are when the characters experience a deep compassion for the monsters (and vice versa) that transforms their behavior. Of course there is a love story with familiar themes, but by avoiding too many clichés and giving gender role reversal center stage, the two characters that fall in love offer convincing performances that make an otherwise fantasy setting a realistic depiction of human love, a love that we see extend to the non-human throughout the movie."
49,捉妖记,25,the_doofy,"And a kick to watch, so its no wonder mainstream hollywood has not made this gem known to us and kept it out of the spotlight---this kind of treatment is what hollywood did with baahubali"
